-0,844647	0,676227	0,594377
-0,719773	0,652078	0,587549
-0,537513	0,493891	0,599324
-0,288274	0,284017	0,441154
-0,200932	0,284672	0,107757
-0,195218	0,390555	0,415649
-0,052744	0,240618	0,722290
0,026762	0,306447	0,284790
0,107591	0,416593	0,610901
0,381044	0,130235	0,856469
0,482008	0,242103	0,354780
0,457432	0,365106	0,888122
0,481827	0,200141	0,861804
0,249463	0,509673	0,609963
0,054002	0,483398	1,336469
-0,110021	0,383837	1,177390
-0,399260	0,573305	1,304875
-0,432420	0,303505	1,939335
-0,632277	0,228436	1,515079
-0,966466	0,359922	1,850832
-1,020255	0,166307	2,324379
-1,181085	0,352357	2,032844
-1,238874	0,578773	2,711333
-1,130919	0,403631	3,027147
-1,176720	0,567119	2,583559
-1,133868	0,592562	2,971865
-0,848672	0,430947	2,695436
-0,623395	0,672284	2,096022
-0,320591	0,663291	2,277281
0,055734	0,369744	1,831394
0,347212	0,320685	1,335831
0,612962	0,012347	1,603052
0,814064	-0,361705	1,231686
0,883966	-0,301815	0,758383
1,057685	-0,364987	1,322086
1,196661	-0,346580	1,088322
1,412224	-0,445818	0,744240
1,542536	-0,539577	0,800335
1,669783	-1,074264	0,029270
1,290807	-0,935058	-0,254318
0,900492	-0,976941	-0,332741
0,415853	-0,730796	-0,878155
-0,068587	-0,366277	-1,256052
-0,158300	-0,190556	-1,288326
0,119478	-0,283646	-1,442467
0,418324	-0,637757	-1,714214
0,608561	-1,029273	-1,975668
0,607515	-1,258208	-2,227922
0,492714	-1,233532	-2,360781
0,327130	-1,070151	-2,408644
0,246384	-0,947100	-2,435436
0,224878	-0,858229	-2,516256
0,216292	-0,943248	-2,687212
0,169200	-1,098397	-2,955177
0,033847	-1,192842	-3,191583
-0,202757	-1,339259	-3,974469
-0,604661	-1,311788	-4,708030
-1,356178	-0,720951	-4,747088
-1,749566	0,005514	-4,596377
-1,588313	0,432500	-4,245009
-1,097310	0,454215	-3,863354
-0,482328	0,158428	-3,330099
0,162880	-0,237173	-2,849871
0,760468	-0,542168	-2,453237
1,250977	-0,649213	-2,040165
1,455676	-0,583543	-1,766201
1,345547	-0,453419	-1,691648
1,049619	-0,364651	-1,825449
0,764036	-0,347263	-2,131697
0,491527	-0,385074	-2,410216
0,228500	-0,441177	-2,553539
0,024780	-0,438183	-2,732358
-0,181287	-0,388852	-2,919468
-0,320286	-0,367576	-2,993497
-0,392227	-0,350567	-2,863108
-0,400928	-0,280454	-2,640047
-0,382034	-0,173606	-2,450099
-0,391821	-0,123565	-2,290475
-0,394853	-0,076818	-2,180012
-0,365687	-0,039433	-2,139542
-0,407467	-0,016227	-1,979773
-0,460055	0,030122	-1,927629
-0,497329	0,042286	-1,603395
-0,524279	0,033829	-1,298036
-0,627236	0,089319	-1,216566
-0,716303	0,145198	-0,905259
-0,673604	0,143929	-0,650465
-0,555167	0,229108	-0,418858
-0,394329	0,251280	-0,135880
-0,277158	0,278599	0,127844
-0,290684	0,321512	0,198039
-0,331180	0,293599	0,377743
-0,344436	0,235844	0,610569
-0,345458	0,156119	0,792031
-0,353942	0,108611	0,846235
-0,377966	0,064855	0,959508
-0,314824	0,095939	1,140141
-0,221207	0,161029	1,210904
-0,188453	0,285879	1,295298
-0,125872	0,247856	1,402071
-0,059511	0,220318	1,400343
-0,097414	0,295969	1,316600
-0,016639	0,273164	1,188314
0,064264	0,209913	0,806035
0,020760	0,224425	0,701334
-0,078192	0,212108	0,564900
-0,215788	0,227145	0,305387
-0,306701	0,333034	0,056614
-0,332519	0,395712	-0,096444
-0,223876	0,441069	-0,078120
-0,036401	0,404564	0,009330
0,148052	0,321735	-0,030841
0,207504	0,319644	-0,106082
0,224414	0,345730	-0,137527
0,217849	0,273715	0,059486
-0,039283	0,535012	0,219012
-0,259356	0,808198	0,331313
-0,111721	0,812244	0,607897
-0,048202	0,788663	0,841616
-0,080688	0,760215	0,592848
-0,191931	0,801617	0,362230
-0,473405	1,001389	0,090590
-0,482155	1,013709	-0,218666
-0,335919	0,971856	-0,426800
-0,148069	0,860810	-0,546384
0,165969	0,715467	-0,365281
0,520641	0,747630	-0,389906
0,816818	0,930416	-0,550389
0,912988	1,177206	-0,796573
0,838606	1,163945	-0,956167
0,843273	0,893803	-0,763017
1,068222	0,639383	0,020702
1,281701	0,774873	0,844955
1,371089	1,085328	1,435400
1,409078	1,345191	1,577361
1,250798	1,464971	1,711046
0,854117	1,568461	1,819899
0,954314	1,302645	1,532531
1,185790	1,084255	1,165697
1,165063	1,155673	0,821462
1,059431	1,318142	0,420621
1,066844	1,515158	0,081761
0,935836	1,623930	-0,310006
0,883703	1,509825	-0,707685
0,926274	1,465477	-0,746202
1,171976	1,631109	-0,529921
1,541878	1,912066	-0,241978
2,174896	1,596682	-0,502909
2,770386	1,234255	-0,901277
3,047571	1,298647	-0,714320
3,345942	1,628846	-0,270748
3,671785	1,910254	0,072623
3,910427	1,997466	0,345403
4,105185	2,066283	0,553092
4,242778	2,143358	0,730743
4,426607	2,206923	0,823046
4,700075	2,288439	0,910317
4,930348	2,364174	0,982990
5,133720	2,331879	0,884073
