-1,164001	1,696018	6,771938
-0,923541	1,165324	5,134144
-0,807770	0,809705	3,563480
-0,845367	0,379676	1,188641
-0,791188	-0,500522	-1,071235
-0,311245	-1,748516	-1,538696
-0,264316	-1,797114	-1,813091
-0,586775	-1,820674	-2,316013
-0,974957	-2,222504	-3,116652
-1,193587	-2,444393	-2,991199
-0,832315	-2,721479	-2,982752
-1,010536	-2,667401	-3,182805
-1,474818	-2,762012	-3,220293
-1,708370	-3,389196	-3,127729
-1,550528	-4,136051	-3,168573
-1,186805	-4,626301	-2,680393
-0,957103	-4,038065	-2,052399
-0,911216	-2,487466	-1,082765
-0,545141	-0,871664	-0,307057
-0,076110	0,137571	0,045421
0,398691	0,715169	0,342723
0,724914	1,391717	0,580564
1,223342	1,986573	0,962328
1,331017	2,853101	1,865192
1,179709	3,186319	2,104926
1,533560	3,184807	1,860113
1,839620	3,122320	1,932350
1,487015	2,857860	2,120354
1,074718	2,784165	2,255437
0,913391	2,863083	2,302227
0,493264	2,612172	2,247743
-0,095606	2,641232	2,426286
-0,436488	2,756396	2,645716
-0,839408	2,787250	2,614450
-1,062169	2,674059	2,329009
-1,416549	2,759679	2,361084
-1,661755	2,621364	2,057380
-1,888558	2,579649	1,906332
-1,970426	2,308828	1,708897
-2,051239	1,969617	1,351798
-2,039292	1,759525	0,966544
-1,945479	1,652729	0,566425
-1,740215	1,337502	-0,075376
-1,415151	1,192556	-0,764989
-1,239356	1,038301	-1,347317
-1,106380	0,845960	-1,476155
-0,900423	0,485277	-1,364756
-0,636082	-0,101996	-1,605001
-0,263757	-0,816923	-2,072945
-0,057812	-1,557377	-2,753686
0,030347	-2,057824	-3,099127
-0,029340	-2,174775	-2,823986
-0,084749	-2,207059	-2,297487
-0,037160	-2,470335	-1,914586
0,184741	-2,864787	-1,684863
0,354604	-2,942900	-1,401507
0,796879	-2,721983	-1,174824
1,357510	-2,323120	-0,671771
1,560907	-2,149563	0,381741
1,394259	-2,286464	1,033059
1,222642	-1,821512	1,416240
1,460671	-1,097206	1,707466
1,796628	-1,268407	1,419590
2,210927	-1,895585	1,442058
2,197682	-1,999026	1,605565
1,896019	-1,522624	1,935523
1,769584	-1,447889	2,567151
1,691414	-1,487676	3,034156
1,460367	-1,350993	3,116693
1,091697	-1,080794	2,830379
0,582291	-0,788038	2,302601
0,251362	-0,239789	1,865060
0,139813	0,374983	1,507367
-0,202195	0,920417	1,152277
-0,651974	1,134635	0,776288
-0,965839	1,198775	0,299325
-1,117355	1,303704	-0,128203
-1,108354	1,441265	-0,592780
-0,955620	1,344503	-0,956782
-0,550026	1,251774	-1,102450
-0,294487	1,254188	-1,119409
-0,373464	1,302077	-1,109997
-0,766010	0,857830	-1,462471
-0,965152	0,402857	-1,958921
-0,925314	0,100156	-2,256505
-0,602378	0,118423	-2,402657
-0,481902	0,217293	-2,243831
-0,454459	0,641073	-1,634212
-0,332928	0,604774	-1,376307
-0,151448	0,468500	-1,192961
0,208206	0,612249	-1,030965
0,419334	0,620013	-1,276691
0,519299	0,342818	-1,074971
0,599270	-0,215963	-1,342535
0,533034	0,003401	-1,242540
0,625578	0,255489	-0,802542
0,607697	0,104816	-0,550117
0,616372	-0,207214	-0,317540
0,562034	-0,204069	-0,139137
0,648778	-0,147936	-0,364078
0,725833	0,195697	-0,007855
0,833435	0,401666	0,192866
0,850580	0,160480	0,001101
0,749401	0,189662	-0,136993
0,714415	-0,346148	-0,775985
0,594511	-0,598624	-0,881216
0,621142	-0,417622	-0,467525
0,489254	-0,395375	-0,182528
0,299488	-0,377577	-0,015808
0,254909	-0,118230	0,132887
0,265205	0,135206	0,129289
0,265781	0,391572	0,049813
0,250923	0,504749	0,032192
0,300314	0,664227	0,270863
0,339827	0,569680	0,492436
0,310160	0,471063	0,547142
0,340043	0,330893	0,453033
0,356291	0,325991	0,385406
0,308012	0,322070	0,224068
0,231090	0,204039	0,194574
0,177212	0,178550	0,324172
0,072833	0,280714	0,420190
0,058266	0,170954	0,267215
0,069592	-0,031749	-0,000698
0,063333	-0,178592	-0,146092
-0,002951	-0,112235	-0,109214
0,012959	-0,074469	0,211355
0,018027	-0,174470	0,192063
-0,039196	-0,093618	0,168970
-0,016038	-0,128512	0,012621
-0,066448	0,019744	-0,212033
-0,091456	0,092392	-0,161966
-0,073165	0,089233	0,061917
-0,089171	0,094365	0,225706
-0,086656	0,021875	0,080990
-0,000388	-0,013139	-0,126699
0,030328	0,035447	-0,078381
0,016603	-0,009941	-0,009087
0,013282	-0,007952	0,061667
0,048924	-0,067639	0,087632
0,039139	-0,046452	0,031808
0,008333	-0,052481	-0,143066
0,029645	-0,049644	-0,145091
-0,006923	-0,024396	-0,001178
-0,036177	-0,011857	0,121612
-0,005962	-0,032465	0,143248
0,010549	-0,048951	0,045661
0,008440	0,006797	-0,093685
0,014411	0,051396	-0,028990
0,011529	0,071755	0,015106
0,001564	0,034425	0,088682
-0,014068	0,004561	0,139883
-0,003595	0,003649	0,134885
-0,025855	0,002919	0,000672
0,017614	-0,005324	-0,167974
0,021751	0,003400	-0,165018
-0,005578	0,056337	0,044157
-0,042761	0,037410	0,127241
-0,057188	-0,084967	0,025197
-0,022771	-0,152229	-0,148355
-0,041196	-0,068166	-0,141664
-0,078915	0,075681	0,016884
-0,055472	0,060544	0,128401
-0,059697	-0,051140	0,156339
-0,032438	-0,086870	0,025496
0,012348	0,030080	-0,125136
0,048176	0,016404	-0,100109
0,000243	-0,002196	-0,011150
0,023173	0,005903	0,105974
0,033858	0,012382	0,123077
-0,018872	-0,005414	-0,047071
-0,007438	-0,004331	-0,144893
0,001710	0,034833	-0,062297
-0,021611	0,043186	0,065057
-0,017289	0,011569	0,082684
0,009148	-0,029043	-0,010449
0,030297	-0,038553	-0,046658
-0,006401	0,022775	-0,106263
0,002539	0,025879	-0,046713
-0,020948	0,013044	-0,006731
-0,024418	0,033414	0,063551
-0,027194	0,011412	0,004884
-0,029415	0,016789	-0,103329
-0,000553	-0,070825	-0,052024
-0,023421	-0,064319	-0,018641
-0,057035	0,025141	0,054025
-0,045628	0,058411	0,081517
-0,044162	0,100347	0,065213
-0,012351	-0,026958	-0,016767
0,005439	-0,036885	-0,028732
0,027330	-0,021849	0,084249
0,021864	0,013160	0,075060
0,017491	-0,020111	0,044728
0,006333	-0,039067	-0,033154
0,005067	0,060662	0,011775
-0,011266	0,033210	-0,028878
-0,001353	0,041888	-0,046082
0,037216	-0,035427	-0,052185
-0,031505	0,009957	-0,003449
-0,002225	-0,015014	0,035539
-0,047738	0,010968	-0,040505
-0,045850	0,047073	-0,101341
0,001618	0,014679	0,064460
-0,059982	0,027063	0,036249
-0,017347	-0,016648	-0,070576
0,024420	-0,097575	-0,002844
-0,034081	0,013855	0,051343
-0,004286	-0,019554	0,041075
0,004231	-0,046282	-0,043736
0,018704	0,008933	-0,050308
0,007303	0,030125	-0,001948
-0,032455	0,016440	0,090358
-0,018305	-0,025146	0,064627
-0,029963	-0,081394	-0,001916
-0,046949	0,003821	-0,016851
-0,022240	0,041356	-0,028801
